id,text,user_age,platform,toxicity_score,label
501,"You're such a loser, go away!",14,Snapchat,0.78,1
502,You should just quit social media.,15,Instagram,0.68,1
503,"That was a fun game, well played!",13,Facebook,0.11,0
504,Happy birthday! Hope you have a great day.,15,Twitter,0.24,0
505,"That was a fun game, well played!",15,TikTok,0.08,0
506,You should just quit social media.,18,Twitter,0.99,1
507,You should just quit social media.,11,Twitter,0.85,1
508,I love your new post!,18,TikTok,0.16,0
509,Nobody wants to be your friend.,15,Facebook,0.64,1
510,That's a cool picture!,15,Instagram,0.06,0
511,Nobody wants to be your friend.,14,Twitter,0.76,1
512,I love your new post!,10,Twitter,0.31,0
513,That's a cool picture!,14,Facebook,0.21,0
514,Let's meet up this weekend.,15,Facebook,0.23,0
515,Happy birthday! Hope you have a great day.,12,Instagram,0.06,0
516,"You're worthless, just disappear.",12,Snapchat,0.56,1
517,You should just quit social media.,11,Facebook,0.64,1
518,Let's meet up this weekend.,15,Facebook,0.32,0
519,"You're worthless, just disappear.",14,Instagram,0.68,1
520,That's a cool picture!,11,Instagram,0.27,0
521,That's a cool picture!,17,TikTok,0.06,0
522,I can't believe how dumb you are.,13,Twitter,0.64,1
523,"Nice post! Just kidding, it's terrible.",16,Snapchat,0.66,1
524,"You're such a loser, go away!",16,Instagram,0.99,1
525,"You're worthless, just disappear.",17,Facebook,0.84,1
526,Nobody wants to be your friend.,13,Twitter,0.83,1
527,That's a cool picture!,13,Facebook,0.11,0
528,You should just quit social media.,13,TikTok,0.9,1
529,Good luck on your exam tomorrow!,10,Twitter,0.05,0
530,"You're worthless, just disappear.",16,Facebook,0.97,1
531,Nobody wants to be your friend.,10,Snapchat,0.7,1
532,"Hey, how's your day going?",11,Instagram,0.19,0
533,Good luck on your exam tomorrow!,10,Twitter,0.01,0
534,"You're worthless, just disappear.",17,Snapchat,0.8,1
535,Happy birthday! Hope you have a great day.,17,Twitter,0.33,0
536,I can't believe how dumb you are.,10,Snapchat,0.79,1
537,"You're such a loser, go away!",11,Snapchat,0.8,1
538,"That was a fun game, well played!",18,Instagram,0.32,0
539,Nobody wants to be your friend.,18,Instagram,0.9,1
540,"That was a fun game, well played!",10,TikTok,0.07,0
541,Happy birthday! Hope you have a great day.,11,Instagram,0.28,0
542,"Nice post! Just kidding, it's terrible.",14,Snapchat,0.72,1
543,Happy birthday! Hope you have a great day.,17,Facebook,0.29,0
544,"Nice post! Just kidding, it's terrible.",15,TikTok,0.51,1
545,"You're such a loser, go away!",14,Facebook,0.69,1
546,"You're worthless, just disappear.",14,Twitter,0.57,1
547,I can't believe how dumb you are.,16,Instagram,0.94,1
548,"That was a fun game, well played!",17,TikTok,0.33,0
549,"You're worthless, just disappear.",14,Twitter,0.9,1
550,I can't believe how dumb you are.,16,Snapchat,0.98,1
551,Let's meet up this weekend.,10,Instagram,0.25,0
552,"Hey, how's your day going?",12,Snapchat,0.22,0
553,Nobody wants to be your friend.,12,Instagram,0.62,1
554,"You're worthless, just disappear.",13,Facebook,0.63,1
555,"You're such a loser, go away!",13,Snapchat,0.51,1
556,"Hey, how's your day going?",14,TikTok,0.29,0
557,I can't believe how dumb you are.,13,Instagram,0.52,1
558,You should just quit social media.,14,TikTok,0.82,1
559,"Hey, how's your day going?",16,Twitter,0.27,0
560,I can't believe how dumb you are.,11,Twitter,0.92,1
561,I love your new post!,14,TikTok,0.17,0
562,"Hey, how's your day going?",17,Twitter,0.21,0
563,"Hey, how's your day going?",18,Instagram,0.4,0
564,Nobody wants to be your friend.,10,Instagram,0.54,1
565,"You're worthless, just disappear.",12,Instagram,0.97,1
566,You should just quit social media.,15,Instagram,0.96,1
567,I can't believe how dumb you are.,10,Instagram,0.67,1
568,Happy birthday! Hope you have a great day.,13,Facebook,0.21,0
569,"You're such a loser, go away!",16,Snapchat,0.86,1
570,Happy birthday! Hope you have a great day.,14,TikTok,0.3,0
571,Let's meet up this weekend.,12,Facebook,0.06,0
572,I love your new post!,16,Instagram,0.13,0
573,That's a cool picture!,11,Twitter,0.22,0
574,That's a cool picture!,16,Snapchat,0.13,0
575,"You're worthless, just disappear.",12,Snapchat,0.73,1
576,I love your new post!,18,Facebook,0.1,0
577,You should just quit social media.,12,TikTok,0.81,1
578,That's a cool picture!,11,TikTok,0.08,0
579,Nobody wants to be your friend.,16,TikTok,0.62,1
580,You should just quit social media.,12,TikTok,0.97,1
581,I can't believe how dumb you are.,10,TikTok,0.58,1
582,I can't believe how dumb you are.,18,Instagram,0.62,1
583,"Hey, how's your day going?",18,Snapchat,0.01,0
584,I can't believe how dumb you are.,13,Twitter,1.0,1
585,"You're so ugly, no one likes you!",15,Snapchat,0.69,1
586,Good luck on your exam tomorrow!,15,Instagram,0.22,0
587,"Hey, how's your day going?",16,TikTok,0.17,0
588,Happy birthday! Hope you have a great day.,15,Facebook,0.18,0
589,"Nice post! Just kidding, it's terrible.",17,Twitter,0.67,1
590,"Nice post! Just kidding, it's terrible.",15,Instagram,0.95,1
591,I love your new post!,12,TikTok,0.16,0
592,"You're so ugly, no one likes you!",12,Facebook,0.65,1
593,Let's meet up this weekend.,16,TikTok,0.06,0
594,I love your new post!,12,TikTok,0.04,0
595,I can't believe how dumb you are.,16,Facebook,0.93,1
596,I can't believe how dumb you are.,18,Snapchat,0.57,1
597,"You're such a loser, go away!",16,TikTok,0.63,1
598,Good luck on your exam tomorrow!,14,Facebook,0.35,0
599,"Hey, how's your day going?",12,Instagram,0.3,0
600,"Nice post! Just kidding, it's terrible.",14,Instagram,0.6,1
601,"Nice post! Just kidding, it's terrible.",13,Twitter,0.72,1
602,"That was a fun game, well played!",12,Instagram,0.26,0
603,"You're so ugly, no one likes you!",10,Twitter,0.69,1
604,That's a cool picture!,16,Twitter,0.08,0
605,Good luck on your exam tomorrow!,12,Twitter,0.28,0
606,"Nice post! Just kidding, it's terrible.",12,TikTok,0.97,1
607,Nobody wants to be your friend.,13,Instagram,0.92,1
608,"Nice post! Just kidding, it's terrible.",16,TikTok,0.79,1
609,"That was a fun game, well played!",10,Facebook,0.07,0
610,You should just quit social media.,12,Facebook,0.54,1
611,"Hey, how's your day going?",11,Facebook,0.21,0
612,That's a cool picture!,11,Facebook,0.13,0
613,"You're such a loser, go away!",15,Snapchat,0.71,1
614,I love your new post!,14,Twitter,0.38,0
615,I can't believe how dumb you are.,18,TikTok,0.56,1
616,Nobody wants to be your friend.,10,Instagram,0.93,1
617,You should just quit social media.,13,Facebook,0.7,1
618,Let's meet up this weekend.,15,Instagram,0.05,0
619,"That was a fun game, well played!",17,Snapchat,0.4,0
620,"Nice post! Just kidding, it's terrible.",12,TikTok,0.6,1
621,Good luck on your exam tomorrow!,10,Snapchat,0.02,0
622,"That was a fun game, well played!",12,Instagram,0.28,0
623,I love your new post!,18,Facebook,0.03,0
624,You should just quit social media.,16,Snapchat,0.8,1
625,You should just quit social media.,14,TikTok,0.71,1
626,Nobody wants to be your friend.,15,Twitter,0.57,1
627,You should just quit social media.,16,Twitter,0.62,1
628,"You're worthless, just disappear.",15,Instagram,0.6,1
629,Happy birthday! Hope you have a great day.,15,TikTok,0.37,0
630,Happy birthday! Hope you have a great day.,13,Facebook,0.04,0
631,You should just quit social media.,14,Twitter,0.9,1
632,Good luck on your exam tomorrow!,18,Instagram,0.05,0
633,"You're worthless, just disappear.",12,Snapchat,0.54,1
634,"You're such a loser, go away!",18,Twitter,0.83,1
635,Let's meet up this weekend.,17,Facebook,0.4,0
636,Let's meet up this weekend.,18,Twitter,0.09,0
637,"You're so ugly, no one likes you!",16,Instagram,0.51,1
638,Let's meet up this weekend.,15,Twitter,0.21,0
639,"Nice post! Just kidding, it's terrible.",12,Instagram,0.83,1
640,I can't believe how dumb you are.,10,Twitter,0.53,1
641,You should just quit social media.,12,Instagram,0.69,1
642,"You're so ugly, no one likes you!",18,Snapchat,0.86,1
643,"Hey, how's your day going?",13,Twitter,0.17,0
644,I love your new post!,16,Instagram,0.05,0
645,Let's meet up this weekend.,13,Twitter,0.28,0
646,I love your new post!,15,Facebook,0.14,0
647,Happy birthday! Hope you have a great day.,17,Instagram,0.02,0
648,"That was a fun game, well played!",13,Snapchat,0.16,0
649,Let's meet up this weekend.,10,Instagram,0.24,0
650,"Nice post! Just kidding, it's terrible.",18,Twitter,0.71,1
651,"You're worthless, just disappear.",12,TikTok,0.77,1
652,Nobody wants to be your friend.,10,TikTok,0.89,1
653,Let's meet up this weekend.,10,Snapchat,0.2,0
654,You should just quit social media.,18,Instagram,0.66,1
655,Let's meet up this weekend.,14,Snapchat,0.2,0
656,Good luck on your exam tomorrow!,15,TikTok,0.18,0
657,"That was a fun game, well played!",13,Twitter,0.35,0
658,Happy birthday! Hope you have a great day.,18,TikTok,0.15,0
659,I love your new post!,10,Twitter,0.19,0
660,"Nice post! Just kidding, it's terrible.",11,TikTok,0.59,1
661,I love your new post!,17,TikTok,0.33,0
662,I love your new post!,15,Instagram,0.04,0
663,"You're so ugly, no one likes you!",16,Facebook,0.95,1
664,I can't believe how dumb you are.,15,TikTok,0.99,1
665,"Nice post! Just kidding, it's terrible.",11,Snapchat,0.99,1
666,"You're so ugly, no one likes you!",18,Instagram,0.56,1
667,"Hey, how's your day going?",16,Snapchat,0.31,0
668,"You're such a loser, go away!",17,Twitter,0.98,1
669,Let's meet up this weekend.,14,Twitter,0.07,0
670,"That was a fun game, well played!",10,Snapchat,0.16,0
671,"You're such a loser, go away!",17,TikTok,0.54,1
672,I can't believe how dumb you are.,14,TikTok,0.92,1
673,"Nice post! Just kidding, it's terrible.",16,Instagram,0.7,1
674,"You're worthless, just disappear.",18,Twitter,0.94,1
675,I love your new post!,11,TikTok,0.26,0
676,Good luck on your exam tomorrow!,11,Instagram,0.25,0
677,Happy birthday! Hope you have a great day.,14,Facebook,0.15,0
678,"That was a fun game, well played!",11,Twitter,0.31,0
679,"You're worthless, just disappear.",11,Twitter,0.57,1
680,Let's meet up this weekend.,13,Twitter,0.2,0
681,Nobody wants to be your friend.,16,Twitter,0.62,1
682,"Nice post! Just kidding, it's terrible.",11,TikTok,0.54,1
683,"Hey, how's your day going?",12,Snapchat,0.36,0
684,Let's meet up this weekend.,12,Facebook,0.07,0
685,I can't believe how dumb you are.,17,TikTok,0.83,1
686,I can't believe how dumb you are.,18,Facebook,0.77,1
687,Let's meet up this weekend.,13,TikTok,0.35,0
688,"You're such a loser, go away!",18,Facebook,0.63,1
689,"Hey, how's your day going?",12,Twitter,0.27,0
690,"You're such a loser, go away!",16,Twitter,0.6,1
691,I can't believe how dumb you are.,11,Twitter,0.75,1
692,Let's meet up this weekend.,13,Instagram,0.31,0
693,That's a cool picture!,18,TikTok,0.22,0
694,"You're worthless, just disappear.",18,Instagram,0.75,1
695,I can't believe how dumb you are.,18,Facebook,1.0,1
696,Nobody wants to be your friend.,16,Instagram,0.9,1
697,"You're worthless, just disappear.",15,TikTok,0.84,1
698,That's a cool picture!,10,Instagram,0.29,0
699,Good luck on your exam tomorrow!,18,Twitter,0.01,0
700,Nobody wants to be your friend.,11,TikTok,0.54,1
701,"Hey, how's your day going?",17,Snapchat,0.14,0
702,"Hey, how's your day going?",17,Twitter,0.38,0
703,Let's meet up this weekend.,13,Twitter,0.15,0
704,I love your new post!,12,Snapchat,0.18,0
705,"That was a fun game, well played!",10,Facebook,0.01,0
706,Nobody wants to be your friend.,12,Twitter,0.54,1
707,You should just quit social media.,18,TikTok,0.97,1
708,"That was a fun game, well played!",12,Snapchat,0.09,0
709,"Hey, how's your day going?",11,Facebook,0.17,0
710,You should just quit social media.,16,Instagram,0.85,1
711,"Hey, how's your day going?",11,Facebook,0.2,0
712,"You're such a loser, go away!",13,Facebook,0.85,1
713,"You're worthless, just disappear.",12,Twitter,0.74,1
714,"You're worthless, just disappear.",18,TikTok,0.63,1
715,"Nice post! Just kidding, it's terrible.",14,TikTok,0.99,1
716,That's a cool picture!,14,TikTok,0.13,0
717,You should just quit social media.,18,Facebook,0.94,1
718,That's a cool picture!,17,Instagram,0.35,0
719,"Hey, how's your day going?",15,Snapchat,0.34,0
720,"That was a fun game, well played!",16,Facebook,0.25,0
721,Happy birthday! Hope you have a great day.,15,Twitter,0.25,0
722,Let's meet up this weekend.,11,Snapchat,0.4,0
723,"You're such a loser, go away!",11,Facebook,0.94,1
724,"That was a fun game, well played!",14,Snapchat,0.34,0
725,"That was a fun game, well played!",14,TikTok,0.23,0
726,"Hey, how's your day going?",15,Snapchat,0.1,0
727,"You're worthless, just disappear.",15,Instagram,0.54,1
728,"Nice post! Just kidding, it's terrible.",18,Snapchat,0.5,1
729,"You're worthless, just disappear.",13,TikTok,0.64,1
730,"You're so ugly, no one likes you!",11,Instagram,0.6,1
731,I can't believe how dumb you are.,11,Facebook,0.79,1
732,"Hey, how's your day going?",16,Snapchat,0.0,0
733,Nobody wants to be your friend.,11,Snapchat,0.72,1
734,Good luck on your exam tomorrow!,17,Snapchat,0.23,0
735,Happy birthday! Hope you have a great day.,17,Twitter,0.21,0
736,"You're worthless, just disappear.",14,Facebook,0.73,1
737,"You're so ugly, no one likes you!",13,TikTok,0.96,1
738,"You're worthless, just disappear.",16,Instagram,0.54,1
739,"Hey, how's your day going?",10,Snapchat,0.39,0
740,"Hey, how's your day going?",14,Twitter,0.34,0
741,Nobody wants to be your friend.,12,Facebook,0.82,1
742,I love your new post!,10,Snapchat,0.06,0
743,"Hey, how's your day going?",11,Instagram,0.1,0
744,"You're worthless, just disappear.",17,Instagram,0.93,1
745,I can't believe how dumb you are.,16,TikTok,0.79,1
746,"You're worthless, just disappear.",16,TikTok,1.0,1
747,Happy birthday! Hope you have a great day.,13,Instagram,0.33,0
748,I love your new post!,15,Instagram,0.25,0
749,"Nice post! Just kidding, it's terrible.",14,Facebook,0.92,1
750,"You're worthless, just disappear.",12,Twitter,0.9,1
751,I love your new post!,18,TikTok,0.24,0
752,Nobody wants to be your friend.,15,TikTok,0.85,1
753,"You're such a loser, go away!",18,TikTok,0.82,1
754,Nobody wants to be your friend.,17,Twitter,0.96,1
755,"Hey, how's your day going?",16,Facebook,0.35,0
756,"Hey, how's your day going?",16,Snapchat,0.36,0
757,"Nice post! Just kidding, it's terrible.",17,Snapchat,0.78,1
758,"You're so ugly, no one likes you!",15,Instagram,0.78,1
759,"You're so ugly, no one likes you!",18,Facebook,0.59,1
760,You should just quit social media.,18,Twitter,1.0,1
761,I love your new post!,14,Twitter,0.4,0
762,Let's meet up this weekend.,14,Snapchat,0.15,0
763,I love your new post!,11,Instagram,0.15,0
764,"Nice post! Just kidding, it's terrible.",15,Facebook,0.66,1
765,I can't believe how dumb you are.,16,Twitter,0.8,1
766,"Nice post! Just kidding, it's terrible.",15,Twitter,0.72,1
767,I can't believe how dumb you are.,14,Snapchat,0.89,1
768,"Hey, how's your day going?",17,Snapchat,0.12,0
769,Good luck on your exam tomorrow!,11,Facebook,0.05,0
770,Happy birthday! Hope you have a great day.,18,Instagram,0.03,0
771,"Hey, how's your day going?",15,Twitter,0.1,0
772,Good luck on your exam tomorrow!,15,Instagram,0.2,0
773,"That was a fun game, well played!",12,Snapchat,0.08,0
774,You should just quit social media.,17,Snapchat,0.92,1
775,Good luck on your exam tomorrow!,14,Facebook,0.35,0
776,Happy birthday! Hope you have a great day.,10,TikTok,0.34,0
777,Happy birthday! Hope you have a great day.,12,Snapchat,0.02,0
778,"Nice post! Just kidding, it's terrible.",18,Snapchat,0.58,1
779,"You're such a loser, go away!",12,Snapchat,0.57,1
780,"That was a fun game, well played!",13,Twitter,0.24,0
781,"Nice post! Just kidding, it's terrible.",10,Twitter,0.71,1
782,You should just quit social media.,10,Twitter,0.78,1
783,Happy birthday! Hope you have a great day.,12,Twitter,0.24,0
784,"That was a fun game, well played!",13,Twitter,0.32,0
785,"You're so ugly, no one likes you!",12,Facebook,0.87,1
786,"Nice post! Just kidding, it's terrible.",11,Facebook,0.96,1
787,I love your new post!,15,TikTok,0.36,0
788,"You're such a loser, go away!",11,Twitter,0.77,1
789,Let's meet up this weekend.,13,Twitter,0.11,0
790,You should just quit social media.,10,Snapchat,0.93,1
791,"That was a fun game, well played!",13,Instagram,0.02,0
792,Let's meet up this weekend.,17,TikTok,0.28,0
793,That's a cool picture!,17,TikTok,0.27,0
794,"That was a fun game, well played!",16,Instagram,0.21,0
795,I love your new post!,13,Facebook,0.13,0
796,I can't believe how dumb you are.,11,Instagram,0.51,1
797,"Nice post! Just kidding, it's terrible.",15,TikTok,0.53,1
798,"You're such a loser, go away!",16,Facebook,0.92,1
799,"Hey, how's your day going?",13,Instagram,0.23,0
800,"Nice post! Just kidding, it's terrible.",11,Snapchat,0.75,1
801,You should just quit social media.,10,TikTok,0.97,1
802,"That was a fun game, well played!",13,TikTok,0.05,0
803,That's a cool picture!,16,TikTok,0.3,0
804,Good luck on your exam tomorrow!,16,TikTok,0.24,0
805,Happy birthday! Hope you have a great day.,11,Facebook,0.35,0
806,You should just quit social media.,17,TikTok,0.56,1
807,I can't believe how dumb you are.,17,Snapchat,0.73,1
808,You should just quit social media.,15,Facebook,0.64,1
809,That's a cool picture!,10,Facebook,0.31,0
810,Good luck on your exam tomorrow!,14,Snapchat,0.33,0
811,You should just quit social media.,12,Twitter,0.73,1
812,I can't believe how dumb you are.,10,Snapchat,0.76,1
813,Happy birthday! Hope you have a great day.,10,Snapchat,0.11,0
